time,lat,lng,alt,spd,eps,epx,epv,ept,climb,track
1584529269,35.2333335,-97.23789383,324.6,11.854,4.36,1.686,6.727,0.005,0,187.75
1584529270,35.23322367,-97.2379145,323.8,12.037,4.36,1.826,6.727,0.005,0,187.61
1584529271,35.23311583,-97.2379345,322.5,11.797,4.69,1.826,6.727,0.005,0,187.82
1584529272,35.23301133,-97.23795383,321.5,11.385,4.69,1.826,6.727,0.005,0,187.98
1584529273,35.23291383,-97.23797483,320.6,10.385,4.69,1.826,6.727,0.005,0,187.85
1584529274,35.2328265,-97.23799133,319.6,9.394,4.69,1.826,6.727,0.005,0,188.82
1584529275,35.232748,-97.238008,318.8,8.38,4.36,1.686,6.727,0.005,0,189.68
1584529276,35.2326805,-97.2380235,317.8,7.025,4.36,1.826,6.727,0.005,0,190.28
1584529277,35.23262867,-97.23803483,317.5,5.4,4.66,1.588,6.727,0.005,0,190.24
1584529278,35.23259217,-97.238042,317.4,3.378,4.39,1.705,6.727,0.005,0,190.62
1584529279,35.23257183,-97.23804433,317.6,1.471,4.15,1.705,5.635,0.005,0,190.8
1584529280,35.232564,-97.23804467,317.7,0.38,4.15,1.705,5.635,0.005,0,0
1584529281,35.23256333,-97.238044,318.1,0.015,4.15,1.705,5.635,0.005,0,0
1584529282,35.2325615,-97.23804333,318.2,0.328,4.15,1.705,5.635,0.005,0,0
1584529283,35.23254867,-97.23804633,318.2,2.055,4.15,1.705,5.635,0.005,0,191.43
1584529284,35.23252183,-97.23805317,317.8,3.255,4.09,1.686,6.038,0.005,0,198.55
1584529285,35.23249017,-97.23807483,317.8,4.445,4.09,1.705,6.038,0.005,0,207.42
1584529286,35.23246183,-97.238111,318.5,5.003,4.15,1.705,6.727,0.005,0,227.18
1584529287,35.2324415,-97.23817133,317.7,5.718,4.15,1.705,6.727,0.005,0,243.15
1584529288,35.2324285,-97.23823867,317.8,6.36,4.15,1.705,5.52,0.005,0,252.54
1584529289,35.23242767,-97.23831117,318.4,6.537,4.15,1.705,5.52,0.005,0,266.18
1584529290,35.23242883,-97.23839533,318.9,8.033,4.15,1.705,5.348,0.005,0,271.53
1584529291,35.232433,-97.2384925,318.7,9.047,4.15,1.705,5.405,0.005,0,273.08
1584529292,35.23243583,-97.23860217,318.8,10.242,4.15,1.705,5.405,0.005,0,271.96
1584529293,35.23243817,-97.2387235,319,11.208,4.38,1.544,5.865,0.005,0,271.45
1584529294,35.23244133,-97.238853,319.3,12.001,4.38,1.705,5.865,0.005,0,271.79
1584529295,35.2324445,-97.238991,319.8,12.898,4.15,1.705,5.348,0.005,0,271.23
1584529296,35.23244617,-97.2391365,320.4,13.524,4.15,1.705,5.348,0.005,0,270.91
1584529297,35.23244817,-97.239292,320.9,14.404,4.15,1.705,5.348,0.005,0,271.17
